State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total day minutes (normalized)
ND,84,415,No,Yes,33,159.1,106.0,27.05,149.8,101.0,12.73,213.4,108.0,9.6,13.0,18,3.51,1.0,False,0.4535347776510832
MN,92,510,No,No,0,212.4,105.0,36.11,224.6,118.0,19.09,221.3,105.0,9.96,9.0,4,2.43,1.0,False,0.6054732041049031
NV,77,415,No,No,0,142.3,112.0,24.19,306.3,111.0,26.04,196.5,82.0,8.84,9.9,1,2.67,1.0,False,0.4056442417331813
NY,64,415,Yes,No,0,346.8,55.0,58.96,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9,3.59,1.0,True,0.9885974914481186
FL,159,415,No,Yes,15,113.9,102.0,19.36,145.3,146.0,12.35,195.2,137.0,8.78,11.8,9,3.19,1.0,False,0.32468643101482325
KS,110,415,Yes,Yes,27,267.9,103.0,45.54,263.3,74.0,22.38,178.1,106.0,8.01,8.3,2,2.24,1.0,True,0.7636830102622576
NV,138,510,No,No,0,171.4,117.0,29.14,115.2,128.0,9.79,224.5,115.0,10.1,17.0,4,4.59,3.0,False,0.4885974914481186
NV,178,408,No,No,0,275.4,150.0,46.82,187.5,62.0,15.94,147.1,126.0,6.62,13.6,3,3.67,1.0,False,0.7850627137970353
SC,38,415,No,Yes,31,197.2,118.0,33.52,249.9,70.0,21.24,298.9,104.0,13.45,3.9,2,1.05,0.0,False,0.5621436716077537
MI,50,415,No,Yes,35,192.6,97.0,32.74,135.2,101.0,11.49,216.2,101.0,9.73,7.9,2,2.13,2.0,False,0.54903078677309
MI,45,510,No,Yes,26,91.7,104.0,15.59,150.6,119.0,12.8,63.3,103.0,2.85,7.7,5,2.08,1.0,False,0.2614025085518814
TN,70,510,No,No,0,126.3,99.0,21.47,141.6,106.0,12.04,255.9,96.0,11.52,9.6,2,2.59,0.0,False,0.3600342075256556
NY,147,510,No,Yes,33,251.5,107.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6,2.81,3.0,False,0.7169327251995439
NV,94,510,No,No,0,190.6,108.0,32.4,152.3,95.0,12.95,144.7,97.0,6.51,7.5,5,2.03,1.0,False,0.5433295324971493
IL,179,510,No,No,0,116.1,101.0,19.74,201.8,99.0,17.15,181.9,103.0,8.19,11.6,5,3.13,0.0,False,0.330957810718358
MS,116,415,No,No,0,217.3,91.0,36.94,216.1,95.0,18.37,148.1,76.0,6.66,11.3,3,3.05,2.0,False,0.6194412770809579
ND,59,510,No,No,0,179.4,80.0,30.5,232.5,99.0,19.76,175.8,105.0,7.91,14.7,3,3.97,0.0,False,0.5114025085518814
NC,165,415,No,No,0,207.7,109.0,35.31,164.8,94.0,14.01,54.5,91.0,2.45,7.9,3,2.13,0.0,False,0.5920752565564423
MI,133,408,No,No,0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4,3.46,2.0,True,0.790478905359179
TN,140,415,No,No,0,125.3,84.0,21.3,167.6,121.0,14.25,260.6,94.0,11.73,8.4,4,2.27,1.0,False,0.3571835803876853
VT,93,408,No,Yes,32,138.1,91.0,23.48,167.3,72.0,14.22,238.9,115.0,10.75,6.8,3,1.84,2.0,False,0.3936716077537058
OK,52,510,No,Yes,38,169.3,88.0,28.78,225.9,97.0,19.2,172.0,86.0,7.74,8.2,3,2.21,0.0,False,0.48261117445838086
DE,64,415,No,Yes,27,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127.0,6.76,12.3,3,3.32,1.0,False,0.5738312428734321
ND,12,510,Yes,No,0,216.7,117.0,36.84,116.5,126.0,9.9,220.0,110.0,9.9,9.8,4,2.65,2.0,False,0.6177309007981755
OR,48,415,No,No,0,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113.0,6.0,8.3,4,2.24,2.0,False,0.5427594070695553
NY,181,408,No,No,0,143.3,91.0,24.36,195.5,58.0,16.62,223.3,95.0,10.05,6.0,7,1.62,1.0,False,0.40849486887115166
MO,168,415,No,Yes,42,97.4,57.0,16.56,203.6,98.0,17.31,173.9,124.0,7.83,11.4,2,3.08,2.0,False,0.27765108323831245
FL,155,415,No,No,0,181.4,111.0,30.84,167.7,92.0,14.25,168.5,122.0,7.58,11.3,3,3.05,3.0,False,0.5171037628278221
ND,105,510,No,No,0,246.4,83.0,41.89,256.2,101.0,21.78,169.0,151.0,7.61,3.8,4,1.03,0.0,False,0.7023945267958951
NY,11,415,No,No,0,143.4,130.0,24.38,289.4,50.0,24.6,194.0,100.0,8.73,9.7,6,2.62,2.0,False,0.4087799315849487
ND,182,415,No,No,0,104.9,111.0,17.83,198.5,120.0,16.87,258.2,91.0,11.62,8.0,5,2.16,2.0,False,0.2990307867730901
NY,104,415,No,No,0,156.2,93.0,26.55,193.0,54.0,16.41,222.7,94.0,10.02,13.1,5,3.54,1.0,False,0.44526795895096916
OH,102,415,No,No,0,114.8,125.0,19.52,81.9,126.0,6.96,304.3,101.0,13.69,12.0,4,3.24,0.0,False,0.3272519954389966
AL,122,415,No,No,0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2,3.21,0.0,False,0.6627708095781072
SC,41,415,No,No,0,143.6,117.0,24.41,152.4,108.0,12.95,194.4,110.0,8.75,8.6,3,2.32,1.0,False,0.40935005701254273
GA,132,415,No,No,0,176.7,132.0,30.04,244.1,80.0,20.75,176.3,120.0,7.93,9.1,4,2.46,2.0,False,0.5037058152793614
WY,76,415,No,No,0,263.4,148.0,44.78,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5,3.08,1.0,True,0.7508551881413911
WV,13,415,No,No,0,146.4,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3,3.05,1.0,False,0.41733181299885974
HI,115,415,No,Yes,33,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3,3.83,2.0,False,0.41334093500570124
WV,67,408,No,No,0,167.8,91.0,28.53,167.7,69.0,14.25,110.3,71.0,4.96,8.4,12,2.27,1.0,False,0.47833523375142534
LA,154,510,No,No,0,166.9,99.0,28.37,154.9,97.0,13.17,189.4,89.0,8.52,7.2,5,1.94,0.0,False,0.475769669327252
AR,100,510,No,No,0,142.5,87.0,24.23,195.7,88.0,16.63,122.1,117.0,5.49,7.8,8,2.11,2.0,False,0.40621436716077536
AK,146,510,Yes,No,0,133.0,65.0,22.61,262.8,93.0,22.34,214.3,128.0,9.64,11.2,3,3.02,1.0,False,0.379133409350057
DC,148,415,No,Yes,11,252.9,129.0,42.99,284.3,88.0,24.17,262.8,99.0,11.83,12.3,1,3.32,1.0,False,0.7209236031927024
AL,67,415,No,Yes,28,95.0,94.0,16.15,291.2,73.0,24.75,159.6,114.0,7.18,10.0,2,2.7,2.0,False,0.2708095781071836
UT,161,510,Yes,No,0,194.2,106.0,33.01,249.4,105.0,21.2,254.9,129.0,11.47,12.9,1,3.48,1.0,True,0.5535917901938426
KS,70,415,No,No,0,222.8,114.0,37.88,215.9,113.0,18.35,223.5,122.0,10.06,0.0,0,0.0,1.0,False,0.6351197263397947
MN,116,510,No,No,0,201.8,82.0,34.31,231.5,95.0,19.68,226.1,130.0,10.17,16.5,5,4.46,0.0,False,0.5752565564424174
VA,99,415,No,Yes,42,216.0,125.0,36.72,232.3,104.0,19.75,215.5,100.0,9.7,9.3,4,2.51,2.0,True,0.6157354618015963
UT,87,415,No,No,0,146.3,108.0,24.87,171.8,102.0,14.6,167.5,66.0,7.54,5.3,9,1.43,1.0,False,0.4170467502850627
IN,87,510,No,No,0,234.8,85.0,39.92,140.9,91.0,11.98,204.3,93.0,9.19,9.5,5,2.57,1.0,False,0.669327251995439
CT,70,408,No,No,0,198.6,111.0,33.76,213.9,115.0,18.18,171.2,105.0,7.7,10.6,6,2.86,2.0,False,0.5661345496009121
DE,131,408,No,No,0,94.4,80.0,16.05,215.1,101.0,18.28,179.7,108.0,8.09,13.1,9,3.54,2.0,False,0.2690992018244014
VT,119,510,No,No,0,190.4,74.0,32.37,215.6,113.0,18.33,161.2,111.0,7.25,10.0,1,2.7,2.0,False,0.5427594070695553
MO,119,408,No,Yes,32,142.6,77.0,24.24,208.2,126.0,17.7,171.0,102.0,7.69,12.0,2,3.24,3.0,False,0.4064994298745724
RI,87,510,Yes,No,0,134.2,80.0,22.81,165.0,71.0,14.03,173.1,102.0,7.79,10.7,5,2.89,0.0,False,0.3825541619156214
CA,112,415,No,No,0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3,3.81,5.0,True,0.31898517673888255
RI,75,415,No,No,0,122.8,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2,2.89,2.0,False,0.3500570125427594
CT,150,510,No,No,0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,117.0,10.74,9.2,5,2.48,4.0,False,0.5396237172177879
IN,161,510,No,Yes,38,240.4,112.0,40.87,201.8,102.0,17.15,206.1,112.0,9.27,16.1,6,4.35,0.0,False,0.685290763968073
FL,91,510,Yes,Yes,24,93.5,112.0,15.9,183.4,128.0,15.59,240.7,133.0,10.83,9.9,3,2.67,0.0,False,0.26653363740022806
KS,124,415,No,No,0,158.6,104.0,26.96,211.2,77.0,17.95,179.3,104.0,8.07,10.2,8,2.75,3.0,False,0.452109464082098
NY,94,510,Yes,No,0,243.2,109.0,41.34,147.0,88.0,12.5,94.9,99.0,4.27,7.2,4,1.94,4.0,False,0.6932725199543899
TX,217,408,No,No,0,176.4,115.0,29.99,158.8,128.0,13.5,306.6,107.0,13.8,9.3,3,2.51,4.0,False,0.5028506271379704
RI,158,510,No,No,0,220.9,129.0,37.55,242.2,108.0,20.59,233.3,75.0,10.5,6.4,5,1.73,0.0,False,0.6297035347776511
NV,102,415,No,No,0,144.4,87.0,24.55,266.5,128.0,22.65,217.6,59.0,9.79,7.1,7,1.92,0.0,False,0.41163055872291904
UT,85,510,No,No,0,212.3,107.0,36.09,228.4,103.0,19.41,163.3,116.0,7.35,7.7,3,2.08,0.0,False,0.6051881413911061
OK,79,510,No,No,0,147.0,72.0,24.99,165.7,102.0,14.08,243.2,107.0,10.94,8.4,9,2.27,1.0,False,0.41904218928164194
MN,139,510,No,Yes,25,96.2,112.0,16.35,178.9,70.0,15.21,182.1,84.0,8.19,12.9,10,3.48,2.0,False,0.274230330672748
NC,103,415,No,No,0,263.4,118.0,44.78,179.1,69.0,15.22,214.7,112.0,9.66,10.3,2,2.78,0.0,False,0.7508551881413911
OR,98,415,Yes,No,0,12.5,67.0,2.13,256.6,90.0,21.81,169.4,88.0,7.62,7.7,9,2.08,1.0,False,0.03563283922462942
NH,78,408,No,No,0,162.3,116.0,27.59,192.4,86.0,16.35,240.6,100.0,10.83,10.1,3,2.73,2.0,False,0.4626567844925884
AK,50,408,No,No,0,183.6,107.0,31.21,58.6,118.0,4.98,202.6,99.0,9.12,8.7,3,2.35,1.0,False,0.5233751425313569
OR,161,415,No,No,0,178.1,109.0,30.28,146.5,86.0,12.45,137.6,78.0,6.19,8.5,2,2.3,1.0,False,0.5076966932725199
KS,67,408,No,No,0,201.4,101.0,34.24,97.6,122.0,8.3,202.5,119.0,9.11,7.0,3,1.89,0.0,False,0.5741163055872291
WV,86,415,No,Yes,38,123.0,158.0,20.91,133.9,119.0,11.38,138.2,103.0,6.22,13.3,4,3.59,1.0,False,0.35062713797035344
GA,92,510,No,No,0,208.0,125.0,35.36,198.9,76.0,16.91,76.4,97.0,3.44,8.6,6,2.32,0.0,False,0.5929304446978335
NM,174,415,No,No,0,239.2,72.0,40.66,188.5,124.0,16.02,105.6,116.0,4.75,8.8,3,2.38,1.0,False,0.6818700114025085
OH,124,510,No,No,0,193.0,97.0,32.81,89.8,99.0,7.63,172.8,104.0,7.78,15.3,3,4.13,1.0,False,0.5501710376282782
ND,132,415,No,Yes,31,174.5,101.0,29.67,245.6,105.0,20.88,172.8,76.0,7.78,10.3,9,2.78,1.0,False,0.4974344355758267
RI,190,415,No,Yes,26,116.7,71.0,19.84,145.9,88.0,12.4,175.1,103.0,7.88,9.9,3,2.67,1.0,False,0.33266818700114026
HI,101,510,No,No,0,93.8,127.0,15.95,150.0,104.0,12.75,241.1,116.0,10.85,10.7,2,2.89,1.0,False,0.26738882554161914
WY,185,415,Yes,Yes,30,154.1,114.0,26.2,118.7,106.0,10.09,258.4,105.0,11.63,12.9,3,3.48,2.0,False,0.43928164196123143
NY,68,415,No,Yes,29,239.5,82.0,40.72,203.8,105.0,17.32,167.8,70.0,7.55,9.9,6,2.67,0.0,False,0.6827251995438997
KS,117,510,No,Yes,25,216.0,140.0,36.72,224.1,69.0,19.05,267.9,112.0,12.06,11.8,4,3.19,0.0,False,0.6157354618015963
LA,118,408,No,No,0,187.4,97.0,31.86,177.8,89.0,15.11,233.4,97.0,10.5,12.2,6,3.29,1.0,False,0.5342075256556442
PA,124,415,No,No,0,167.4,119.0,28.46,233.2,143.0,19.82,109.6,115.0,4.93,10.3,5,2.78,0.0,False,0.4771949828962372
NV,22,510,No,No,0,160.4,108.0,27.27,218.1,88.0,18.54,192.9,115.0,8.68,12.5,4,3.38,1.0,False,0.4572405929304447
MN,75,415,No,No,0,143.2,92.0,24.34,209.1,142.0,17.77,173.0,96.0,7.79,11.9,9,3.21,1.0,False,0.4082098061573546
PA,134,408,No,No,0,205.3,122.0,34.9,240.5,155.0,20.44,179.1,107.0,8.06,5.0,9,1.35,1.0,False,0.5852337514253135
MO,164,408,No,Yes,25,219.1,88.0,37.25,151.5,99.0,12.88,50.1,60.0,2.25,14.3,6,3.86,1.0,False,0.6245724059293044
NY,44,510,No,No,0,143.2,77.0,24.34,169.8,114.0,14.43,215.8,77.0,9.71,7.6,4,2.05,1.0,False,0.4082098061573546
ME,177,415,No,No,0,232.8,106.0,39.58,175.2,97.0,14.89,212.2,77.0,9.55,12.5,7,3.38,2.0,False,0.6636259977194983
NH,110,408,No,No,0,162.0,81.0,27.54,247.5,89.0,21.04,155.5,99.0,7.0,8.9,8,2.4,0.0,False,0.4618015963511973
WY,53,415,No,Yes,27,25.9,119.0,4.4,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7,1.76,1.0,False,0.07383124287343215
NY,108,415,No,No,0,154.2,123.0,26.21,112.3,86.0,9.55,246.4,75.0,11.09,15.4,4,4.16,4.0,True,0.43956670467502845
ME,80,408,No,No,0,322.3,113.0,54.79,222.0,95.0,18.87,162.8,123.0,7.33,6.7,8,1.81,0.0,True,0.9187571265678449
MN,158,408,No,No,0,209.9,112.0,35.68,221.3,82.0,18.81,210.0,93.0,9.45,8.2,3,2.21,1.0,False,0.5983466362599772
OH,114,415,No,No,0,191.5,88.0,32.56,175.2,78.0,14.89,220.3,118.0,9.91,0.0,0,0.0,0.0,False,0.5458950969213227
NC,64,408,No,Yes,19,291.1,150.0,49.49,226.7,123.0,19.27,219.1,67.0,9.86,7.5,2,2.03,1.0,False,0.82981755986317
SD,88,415,No,No,0,215.6,115.0,36.65,216.2,85.0,18.38,171.3,65.0,7.71,11.8,1,3.19,3.0,False,0.6145952109464081
UT,82,510,Yes,No,0,208.8,101.0,35.5,213.7,87.0,18.16,175.1,86.0,7.88,12.4,6,3.35,3.0,False,0.5952109464082098
KY,111,415,No,No,0,255.9,97.0,43.5,204.1,129.0,17.35,171.3,84.0,7.71,12.3,5,3.32,3.0,False,0.7294754846066135
MT,60,408,No,No,0,252.7,97.0,42.96,221.1,121.0,18.79,109.9,100.0,4.95,12.4,4,3.35,2.0,False,0.7203534777651083
NJ,113,408,No,No,0,132.1,72.0,22.46,247.5,107.0,21.04,246.2,123.0,11.08,6.9,6,1.86,3.0,False,0.3765678449258837
FL,109,408,No,No,0,217.0,115.0,36.89,207.0,142.0,17.6,268.0,106.0,12.06,8.2,4,2.21,1.0,False,0.6185860889395667
IN,105,510,No,Yes,42,101.9,79.0,17.32,223.1,97.0,18.96,241.6,77.0,10.87,12.9,2,3.48,0.0,False,0.29047890535917903
DE,85,510,No,No,0,211.5,100.0,35.96,184.6,88.0,15.69,164.3,131.0,7.39,13.3,4,3.59,2.0,False,0.6029076396807297
AL,131,510,No,No,0,153.4,86.0,26.08,198.5,81.0,16.87,164.4,83.0,7.4,10.4,3,2.81,0.0,False,0.4372862029646522
ME,59,510,No,No,0,166.3,95.0,28.27,239.3,87.0,20.34,123.2,108.0,5.54,10.0,3,2.7,2.0,False,0.4740592930444698
SD,148,408,No,No,0,185.2,87.0,31.48,170.4,96.0,14.48,165.1,104.0,7.43,9.5,13,2.57,1.0,False,0.5279361459521094
VA,210,408,No,No,0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67.0,11.48,6.5,8,1.76,2.0,False,0.29817559863169896
AK,115,415,No,No,0,245.2,105.0,41.68,159.0,109.0,13.52,229.9,74.0,10.35,7.2,8,1.94,0.0,False,0.6989737742303306
ID,106,510,No,No,0,274.4,120.0,46.65,198.6,82.0,16.88,160.8,62.0,7.24,6.0,3,1.62,1.0,False,0.7822120866590649
RI,93,415,No,No,0,98.4,78.0,16.73,249.6,129.0,21.22,248.2,114.0,11.17,14.2,4,3.83,1.0,False,0.2805017103762828
KY,57,415,No,Yes,29,279.9,121.0,47.58,223.1,109.0,18.96,251.7,94.0,11.33,13.0,2,3.51,1.0,False,0.7978905359179018
ND,98,510,No,No,0,187.2,127.0,31.82,195.6,88.0,16.63,181.8,129.0,8.18,5.1,4,1.38,1.0,False,0.5336374002280502
HI,157,415,No,No,0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4,0.59,3.0,False,0.7873432155074116
WI,116,415,No,Yes,35,200.4,104.0,34.07,272.8,89.0,23.19,214.5,100.0,9.65,8.3,4,2.24,1.0,False,0.5712656784492588
WV,30,510,No,No,0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4,2.46,2.0,False,0.4626567844925884
NJ,111,510,No,No,0,176.9,128.0,30.07,102.8,56.0,8.74,213.7,84.0,9.62,10.5,2,2.84,4.0,True,0.5042759407069556
KS,52,415,No,No,0,165.5,78.0,28.14,205.5,89.0,17.47,213.6,124.0,9.61,12.2,6,3.29,0.0,False,0.4717787913340935
AL,72,415,No,No,0,217.8,93.0,37.03,189.7,113.0,16.12,182.6,91.0,8.22,10.4,5,2.81,4.0,False,0.620866590649943
NJ,135,510,No,Yes,28,201.4,100.0,34.24,246.5,117.0,20.95,154.8,131.0,6.97,12.9,4,3.48,2.0,True,0.5741163055872291
NC,86,510,No,No,0,190.5,115.0,32.39,179.6,130.0,15.27,258.5,89.0,11.63,10.1,5,2.73,3.0,False,0.5430444697833523
DE,98,415,No,Yes,29,179.9,97.0,30.58,189.2,89.0,16.08,164.3,76.0,7.39,12.8,7,3.46,3.0,False,0.5128278221208666
WY,151,510,No,No,0,235.9,104.0,40.1,80.6,91.0,6.85,212.8,116.0,9.58,5.8,2,1.57,3.0,False,0.6724629418472063
ID,118,415,No,No,0,140.4,112.0,23.87,187.1,60.0,15.9,207.9,155.0,9.36,7.9,1,2.13,0.0,False,0.40022805017103763
NY,117,415,No,No,0,144.6,115.0,24.58,258.8,66.0,22.0,253.2,113.0,11.39,7.4,9,2.0,2.0,False,0.4122006841505131
MO,55,510,No,No,0,189.0,100.0,32.13,118.5,99.0,10.07,248.1,87.0,11.16,17.1,6,4.62,0.0,False,0.5387685290763968
ID,82,408,No,No,0,101.0,93.0,17.17,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2,3.59,0.0,False,0.2879133409350057
IA,152,415,No,No,0,206.3,98.0,35.07,292.8,82.0,24.89,43.7,121.0,1.97,10.6,4,2.86,1.0,False,0.5880843785632839
TN,108,408,No,Yes,15,165.1,85.0,28.07,267.0,93.0,22.7,250.7,114.0,11.28,10.9,4,2.94,1.0,False,0.47063854047890535
OH,98,408,No,No,0,165.0,129.0,28.05,202.6,113.0,17.22,172.3,94.0,7.75,12.5,7,3.38,1.0,True,0.47035347776510833
IL,130,415,No,No,0,155.9,95.0,26.5,256.1,97.0,21.77,262.9,103.0,11.83,11.7,3,3.16,3.0,False,0.4444127708095781
FL,136,408,Yes,No,0,199.2,122.0,33.86,214.7,114.0,18.25,150.9,105.0,6.79,11.8,7,3.19,1.0,False,0.5678449258836944
MA,47,415,No,No,0,155.3,116.0,26.4,188.2,85.0,16.0,247.0,73.0,11.12,12.3,4,3.32,3.0,False,0.44270239452679594
OK,189,415,No,No,0,208.3,106.0,35.41,236.7,123.0,20.12,179.1,120.0,8.06,11.3,5,3.05,3.0,False,0.5937856328392247
KY,107,415,No,No,0,157.1,79.0,26.71,162.6,124.0,13.82,150.0,138.0,6.75,12.1,6,3.27,1.0,False,0.4478335233751425
MI,91,415,No,No,0,154.4,165.0,26.25,168.3,121.0,14.31,239.9,81.0,10.8,11.7,4,3.16,5.0,True,0.44013683010262256
NE,159,415,No,No,0,189.1,105.0,32.15,246.1,147.0,20.92,242.0,106.0,10.89,10.4,5,2.81,1.0,True,0.5390535917901939
VA,11,408,No,Yes,24,131.5,98.0,22.36,230.2,111.0,19.57,283.7,87.0,12.77,10.0,3,2.7,2.0,False,0.3748574686431015
NY,167,415,No,No,0,166.4,85.0,28.29,243.2,135.0,20.67,229.2,95.0,10.31,9.9,5,2.67,1.0,False,0.47434435575826683
MT,111,408,No,No,0,142.3,75.0,24.19,122.8,106.0,10.44,229.5,94.0,10.33,12.8,9,3.46,2.0,False,0.4056442417331813
VT,99,408,No,Yes,19,87.7,103.0,14.91,223.0,86.0,18.96,182.3,112.0,8.2,7.3,4,1.97,2.0,False,0.25
KS,159,415,No,Yes,19,184.1,78.0,31.3,194.5,71.0,16.53,225.6,101.0,10.15,16.9,3,4.56,0.0,False,0.5248004561003421
VA,114,415,Yes,Yes,31,174.5,104.0,29.67,224.2,92.0,19.06,116.3,91.0,5.23,12.3,10,3.32,2.0,False,0.4974344355758267
AL,71,415,No,No,0,103.3,103.0,17.56,138.5,79.0,11.77,164.8,98.0,7.42,9.0,2,2.43,2.0,False,0.2944697833523375
PA,122,415,No,No,0,35.1,62.0,5.97,180.8,89.0,15.37,251.6,58.0,11.32,12.7,2,3.43,1.0,False,0.10005701254275941
AL,100,408,No,Yes,25,246.6,94.0,41.92,141.4,112.0,12.02,189.8,109.0,8.54,13.0,5,3.51,1.0,False,0.7029646522234891
WV,83,415,No,Yes,37,78.5,109.0,13.35,210.5,101.0,17.89,179.7,102.0,8.09,11.8,4,3.19,1.0,False,0.22377423033067273
NV,64,408,No,No,0,148.1,73.0,25.18,164.9,101.0,14.02,216.0,125.0,9.72,12.3,2,3.32,5.0,True,0.4221778791334093
TN,105,408,No,No,0,206.2,84.0,35.05,256.4,138.0,21.79,117.1,91.0,5.27,9.0,3,2.43,1.0,False,0.5877993158494869
ID,144,415,No,Yes,33,251.6,87.0,42.77,197.6,118.0,16.8,209.2,97.0,9.41,12.2,3,3.29,2.0,False,0.7172177879133409
WY,106,415,Yes,Yes,26,270.3,111.0,45.95,215.2,90.0,18.29,254.0,133.0,11.43,14.4,7,3.89,1.0,True,0.7705245153933865
TX,19,510,No,Yes,34,156.6,97.0,26.62,224.2,97.0,19.06,260.9,135.0,11.74,11.3,1,3.05,1.0,False,0.4464082098061573
MA,46,408,No,No,0,139.4,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,13.6,6,3.67,1.0,False,0.3973774230330673
IL,127,510,No,No,0,220.2,108.0,37.43,188.4,124.0,16.01,172.7,113.0,7.77,11.7,3,3.16,2.0,False,0.6277080957810718
LA,9,415,No,Yes,39,214.1,108.0,36.4,169.2,115.0,14.38,189.7,117.0,8.54,10.1,3,2.73,1.0,False,0.6103192702394526
CO,157,415,No,No,0,196.0,74.0,33.32,213.4,96.0,18.14,196.8,81.0,8.86,7.9,6,2.13,1.0,False,0.5587229190421893
UT,105,415,No,No,0,106.4,71.0,18.09,240.1,83.0,20.41,147.7,114.0,6.65,5.3,4,1.43,6.0,True,0.3033067274800456
MI,105,415,No,Yes,29,179.4,113.0,30.5,275.4,100.0,23.41,246.1,105.0,11.07,10.0,5,2.7,0.0,False,0.5114025085518814
NH,155,408,No,No,0,216.7,30.0,36.84,144.3,125.0,12.27,135.3,106.0,6.09,10.8,1,2.92,2.0,False,0.6177309007981755
ID,31,415,No,No,0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92.0,7.33,5.1,2,1.38,0.0,False,0.5054161915621437
WA,161,415,No,No,0,151.6,117.0,25.77,219.4,87.0,18.65,224.7,68.0,10.11,4.0,5,1.08,1.0,False,0.43215507411630555
MN,95,408,No,Yes,32,262.2,123.0,44.57,165.2,82.0,14.04,194.3,57.0,8.74,10.6,5,2.86,0.0,False,0.7474344355758267
NY,122,415,No,No,0,173.6,110.0,29.51,91.7,84.0,7.79,211.7,103.0,9.53,9.7,7,2.62,3.0,False,0.49486887115165334
MD,37,415,Yes,No,0,106.6,76.0,18.12,147.4,89.0,12.53,235.8,113.0,10.61,9.6,8,2.59,2.0,False,0.30387685290763966
GA,132,415,No,No,0,193.3,106.0,32.86,128.3,94.0,10.91,162.1,119.0,7.29,11.6,4,3.13,5.0,True,0.5510262257696693
HI,119,408,No,Yes,24,217.2,94.0,36.92,138.7,52.0,11.79,139.3,85.0,6.27,11.3,4,3.05,0.0,False,0.6191562143671607
AL,16,408,No,No,0,209.5,89.0,35.62,172.8,85.0,14.69,94.1,102.0,4.23,8.8,4,2.38,1.0,False,0.597206385404789
CT,99,408,No,No,0,95.4,105.0,16.22,207.2,101.0,17.61,136.0,117.0,6.12,5.6,5,1.51,1.0,False,0.27194982896237174
CO,76,408,No,Yes,26,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2,2.19,1.0,False,0.6117445838084378
KS,167,415,No,No,0,131.6,120.0,22.37,211.3,96.0,17.96,168.3,97.0,7.57,11.1,4,3.0,4.0,True,0.3751425313568985
NJ,129,415,No,No,0,168.4,117.0,28.63,217.1,129.0,18.45,81.6,100.0,3.67,11.8,7,3.19,1.0,False,0.48004561003420754
FL,116,408,No,No,0,146.4,123.0,24.89,176.6,113.0,15.01,212.6,102.0,9.57,7.8,5,2.11,1.0,False,0.41733181299885974
CA,60,415,Yes,No,0,183.0,110.0,31.11,206.7,93.0,17.57,203.8,119.0,9.17,11.1,6,3.0,1.0,False,0.5216647662485747
KS,128,415,No,No,0,103.3,122.0,17.56,245.9,123.0,20.9,161.1,95.0,7.25,6.4,7,1.73,0.0,False,0.2944697833523375
TX,47,408,No,Yes,28,112.2,70.0,19.07,154.8,106.0,13.16,166.7,105.0,7.5,10.6,2,2.86,0.0,False,0.3198403648802737
MN,40,510,Yes,No,0,170.7,55.0,29.02,179.1,108.0,15.22,281.9,89.0,12.69,8.2,9,2.21,3.0,False,0.4866020524515393
AK,173,510,No,No,0,172.5,78.0,29.33,142.6,91.0,12.12,102.0,63.0,4.59,10.9,2,2.94,0.0,False,0.49173318129988597
OR,157,510,No,Yes,30,194.3,107.0,33.03,243.2,108.0,20.67,322.2,114.0,14.5,7.1,5,1.92,1.0,False,0.5538768529076397
MS,66,408,No,Yes,32,187.8,117.0,31.93,129.8,90.0,11.03,132.3,113.0,5.95,12.0,3,3.24,2.0,False,0.5353477765108324
VT,50,415,Yes,Yes,26,307.1,94.0,52.21,289.4,78.0,24.6,174.9,109.0,7.87,8.0,3,2.16,0.0,False,0.8754275940706956
UT,72,415,No,No,0,118.2,106.0,20.09,167.2,136.0,14.21,214.2,106.0,9.64,12.2,3,3.29,3.0,False,0.3369441277080958
